URN,P8MEA,Year,RankASC,RankDESC,PercentileASC,PercentileDESC
139996,-0.06,2016,1794,1713,0.51,0.49
139821,-0.57,2016,2877,630,0.82,0.18
137982,0.36,2016,459,3048,0.13,0.87
138895,-0.27,2016,2410,1097,0.69,0.31
131669,-0.5,2016,2799,708,0.8,0.2
138475,0.24,2016,774,2734,0.22,0.78
114594,0.23,2016,798,2709,0.23,0.77
114584,0.29,2016,632,2876,0.18,0.82
136106,-0.2,2016,2246,1260,0.64,0.36
138472,-0.12,2016,2000,1507,0.57,0.43
136401,-0.32,2016,2524,983,0.72,0.28
114587,0.29,2016,632,2876,0.18,0.82
131601,0.09,2016,1238,2269,0.35,0.65
114598,0.14,2016,1072,2435,0.31,0.69
138474,0.27,2016,688,2819,0.2,0.8
137232,-0.41,2016,2677,830,0.76,0.24
114588,0.22,2016,825,2682,0.24,0.76
138624,-0.28,2016,2434,1072,0.69,0.31
139689,-0.75,2016,2987,520,0.85,0.15
114613,-0.03,2016,1694,1814,0.48,0.52
136400,0.47,2016,236,3272,0.07,0.93
114612,0.56,2016,128,3380,0.04,0.96
138473,0.33,2016,524,2984,0.15,0.85
140679,0.11,2016,1166,2342,0.33,0.67
114590,0.05,2016,1390,2118,0.4,0.6
114591,0.38,2016,412,3094,0.12,0.88
114592,0.07,2016,1306,2201,0.37,0.63
142146,-1.74,2016,3280,226,0.94,0.06
114693,-0.84,2016,3020,488,0.86,0.14
142151,-2.33,2016,3420,88,0.98,0.03
142163,-1.25,2016,3109,398,0.89,0.11
141475,-1.05,2016,3072,435,0.88,0.12
114606,0.28,2016,659,2848,0.19,0.81
136164,-0.29,2016,2462,1046,0.7,0.3
114611,0.3,2016,602,2905,0.17,0.83
114580,0.12,2016,1138,2369,0.32,0.68
114607,-0.14,2016,2070,1437,0.59,0.41
114581,0.1,2016,1198,2308,0.34,0.66
114608,-0.13,2016,2033,1474,0.58,0.42
137063,0.07,2016,1306,2201,0.37,0.63
114579,0.07,2016,1306,2201,0.37,0.63
114619,-1.32,2016,3120,386,0.89,0.11
114678,-2.75,2016,3466,42,0.99,0.01
114679,-2.14,2016,3387,120,0.97,0.03
116427,-0.51,2016,2807,700,0.8,0.2
137535,-0.04,2016,1726,1782,0.49,0.51
116504,-0.02,2016,1658,1849,0.47,0.53
136652,-0.13,2016,2033,1474,0.58,0.42
137791,0.48,2016,217,3290,0.06,0.94
116478,-0.03,2016,1694,1814,0.48,0.52
136643,0.09,2016,1238,2269,0.35,0.65
138437,-1.03,2016,3068,439,0.88,0.13
116441,-0.27,2016,2410,1097,0.69,0.31
116419,0.09,2016,1238,2269,0.35,0.65
116472,-0.36,2016,2597,910,0.74,0.26
136719,-0.34,2016,2562,945,0.73,0.27
116436,0.23,2016,798,2709,0.23,0.77
137538,-0.09,2016,1912,1594,0.55,0.45
116430,-0.11,2016,1973,1534,0.56,0.44
116470,-0.24,2016,2353,1154,0.67,0.33
138287,-0.44,2016,2732,776,0.78,0.22
116412,0.21,2016,852,2654,0.24,0.76
116446,-0.3,2016,2484,1022,0.71,0.29
138038,0.09,2016,1238,2269,0.35,0.65
116432,-0.53,2016,2830,676,0.81,0.19
116445,-0.2,2016,2246,1260,0.64,0.36
116498,-0.07,2016,1835,1672,0.52,0.48
116428,-0.12,2016,2000,1507,0.57,0.43
138720,-0.23,2016,2328,1180,0.66,0.34
137113,-1.02,2016,3064,443,0.87,0.13
140069,0.3,2016,602,2905,0.17,0.83
116447,-0.26,2016,2392,1116,0.68,0.32
116444,-0.55,2016,2856,652,0.81,0.19
116442,0.19,2016,914,2594,0.26,0.74
116413,0.08,2016,1271,2236,0.36,0.64
116431,-0.21,2016,2269,1238,0.65,0.35
136156,0.11,2016,1166,2342,0.33,0.67
116423,-0.15,2016,2103,1404,0.6,0.4
116438,0.23,2016,798,2709,0.23,0.77
116466,0.24,2016,774,2734,0.22,0.78
116437,0.12,2016,1138,2369,0.32,0.68
137229,0.34,2016,498,3008,0.14,0.86
116422,-0.1,2016,1945,1562,0.55,0.45
116405,-0.33,2016,2542,964,0.73,0.27
116468,0.28,2016,659,2848,0.19,0.81
140182,-0.23,2016,2328,1180,0.66,0.34
136640,0.34,2016,498,3008,0.14,0.86
138585,-0.05,2016,1756,1750,0.5,0.5
137125,-0.01,2016,1619,1888,0.46,0.54
137345,0.07,2016,1306,2201,0.37,0.63
116473,-0.14,2016,2070,1437,0.59,0.41
137128,0.01,2016,1532,1975,0.44,0.56
136903,-0.12,2016,2000,1507,0.57,0.43
116418,-0.31,2016,2504,1004,0.71,0.29
137129,0.29,2016,632,2876,0.18,0.82
116506,-0.12,2016,2000,1507,0.57,0.43
116425,-0.13,2016,2033,1474,0.58,0.42
136657,0.02,2016,1493,2014,0.43,0.57
138135,0.27,2016,688,2819,0.2,0.8
137239,0.31,2016,575,2932,0.16,0.84
116424,0.09,2016,1238,2269,0.35,0.65
116426,-0.28,2016,2434,1072,0.69,0.31
116502,0.03,2016,1456,2052,0.42,0.59
137315,0.09,2016,1238,2269,0.35,0.65
136715,0.39,2016,388,3118,0.11,0.89
116411,0.15,2016,1035,2472,0.3,0.71
116440,-0.42,2016,2696,811,0.77,0.23
116475,-0.11,2016,1973,1534,0.56,0.44
116448,0.11,2016,1166,2342,0.33,0.67
116407,0.35,2016,480,3028,0.14,0.86
136654,0.17,2016,968,2539,0.28,0.72
138920,-0.16,2016,2130,1377,0.61,0.39
138184,0.11,2016,1166,2342,0.33,0.67
116433,0.12,2016,1138,2369,0.32,0.68
116617,-1.12,2016,3087,420,0.88,0.12
141187,-3.01,2016,3489,18,1.0,0.01
137605,-1.39,2016,3142,366,0.9,0.1
116639,-1.57,2016,3205,302,0.91,0.09
131068,-1.65,2016,3242,265,0.92,0.08
116603,-1.77,2016,3292,215,0.94,0.06
140732,-2.63,2016,3454,54,0.99,0.02
116641,-1.02,2016,3064,443,0.87,0.13
116637,-1.62,2016,3230,276,0.92,0.08
116511,-1.49,2016,3174,332,0.91,0.09
133581,-2.67,2016,3458,49,0.99,0.01
116640,-1.72,2016,3273,234,0.93,0.07
116636,-1.63,2016,3236,272,0.92,0.08
140697,-0.39,2016,2645,862,0.75,0.25
135965,0.28,2016,659,2848,0.19,0.81
116462,-0.36,2016,2597,910,0.74,0.26
116463,-0.33,2016,2542,964,0.73,0.27
140605,-0.33,2016,2542,964,0.73,0.27
139714,0.39,2016,388,3118,0.11,0.89
141175,-0.01,2016,1619,1888,0.46,0.54
116505,0.49,2016,202,3304,0.06,0.94
116461,0.0,2016,1574,1932,0.45,0.55
141875,-0.42,2016,2696,811,0.77,0.23
135308,-3.11,2016,3493,14,1.0,0.0
116628,-1.71,2016,3268,238,0.93,0.07
116458,0.02,2016,1493,2014,0.43,0.57
116469,0.31,2016,575,2932,0.16,0.84
116454,-0.72,2016,2969,538,0.85,0.15
135628,-0.25,2016,2374,1133,0.68,0.32
135629,-0.04,2016,1726,1782,0.49,0.51
116453,-0.61,2016,2904,604,0.83,0.17
116450,0.46,2016,254,3253,0.07,0.93
138476,0.38,2016,412,3094,0.12,0.88
116507,0.59,2016,102,3404,0.03,0.97
116451,-0.22,2016,2295,1212,0.65,0.35
137037,0.1,2016,1198,2308,0.34,0.66
116465,-1.02,2016,3064,443,0.87,0.13
116624,-1.99,2016,3360,148,0.96,0.04
138833,-0.06,2016,1794,1713,0.51,0.49
139624,0.66,2016,60,3447,0.02,0.98
138819,0.0,2016,1574,1932,0.45,0.55
137969,0.32,2016,550,2956,0.16,0.84
140787,-0.03,2016,1694,1814,0.48,0.52
141894,-0.28,2016,2434,1072,0.69,0.31
138524,-0.18,2016,2182,1325,0.62,0.38
138298,0.06,2016,1350,2156,0.39,0.61
138627,0.14,2016,1072,2435,0.31,0.69
141682,-0.51,2016,2807,700,0.8,0.2
120274,-0.11,2016,1973,1534,0.56,0.44
137799,-0.43,2016,2714,794,0.77,0.23
137617,0.41,2016,345,3162,0.1,0.9
138821,-0.38,2016,2630,877,0.75,0.25
137367,-0.08,2016,1876,1631,0.54,0.47
138628,-0.63,2016,2920,586,0.83,0.17
138150,-0.13,2016,2033,1474,0.58,0.42
138108,0.3,2016,602,2905,0.17,0.83
137828,-0.06,2016,1794,1713,0.51,0.49
138223,-1.23,2016,3106,400,0.89,0.11
137640,-0.31,2016,2504,1004,0.71,0.29
137161,-0.18,2016,2182,1325,0.62,0.38
138290,0.38,2016,412,3094,0.12,0.88
141012,0.15,2016,1035,2472,0.3,0.71
139442,0.07,2016,1306,2201,0.37,0.63
137931,-0.09,2016,1912,1594,0.55,0.45
130747,-1.88,2016,3331,176,0.95,0.05
137317,-0.49,2016,2788,718,0.8,0.2
138894,0.1,2016,1198,2308,0.34,0.66
141129,-0.61,2016,2904,604,0.83,0.17
138537,-1.23,2016,3106,400,0.89,0.11
137401,0.04,2016,1420,2086,0.41,0.59
137983,-0.32,2016,2524,983,0.72,0.28
134640,-1.69,2016,3262,245,0.93,0.07
138156,-1.81,2016,3310,197,0.94,0.06
120348,-1.46,2016,3166,342,0.9,0.1
120294,0.03,2016,1456,2052,0.42,0.59
120281,-0.06,2016,1794,1713,0.51,0.49
120297,-0.15,2016,2103,1404,0.6,0.4
120277,-0.12,2016,2000,1507,0.57,0.43
120306,-0.04,2016,1726,1782,0.49,0.51
120298,0.48,2016,217,3290,0.06,0.94
120285,-0.71,2016,2962,544,0.84,0.16
120287,-0.07,2016,1835,1672,0.52,0.48
120283,-0.47,2016,2766,740,0.79,0.21
138869,-0.02,2016,1658,1849,0.47,0.53
129645,0.11,2016,1166,2342,0.33,0.67
120292,-0.44,2016,2732,776,0.78,0.22
131945,-0.5,2016,2799,708,0.8,0.2
120282,0.48,2016,217,3290,0.06,0.94
120307,-0.19,2016,2214,1292,0.63,0.37
120279,0.06,2016,1350,2156,0.39,0.61
120286,0.29,2016,632,2876,0.18,0.82
128364,-1.12,2016,3087,420,0.88,0.12
138094,-1.58,2016,3210,296,0.92,0.08
130371,-1.93,2016,3346,161,0.95,0.05
131187,-1.62,2016,3230,276,0.92,0.08
120362,-1.61,2016,3224,282,0.92,0.08
137340,0.39,2016,388,3118,0.11,0.89
136530,0.35,2016,480,3028,0.14,0.86
136629,0.13,2016,1108,2399,0.32,0.68
124449,0.14,2016,1072,2435,0.31,0.69
140123,0.27,2016,688,2819,0.2,0.8
137356,-0.09,2016,1912,1594,0.55,0.45
124459,-0.26,2016,2392,1116,0.68,0.32
124455,-0.25,2016,2374,1133,0.68,0.32
124396,-0.18,2016,2182,1325,0.62,0.38
137384,0.05,2016,1390,2118,0.4,0.6
124468,-0.16,2016,2130,1377,0.61,0.39
124443,-0.01,2016,1619,1888,0.46,0.54
136959,-0.05,2016,1756,1750,0.5,0.5
124425,-0.21,2016,2269,1238,0.65,0.35
140470,0.02,2016,1493,2014,0.43,0.57
124412,-0.14,2016,2070,1437,0.59,0.41
124400,0.04,2016,1420,2086,0.41,0.59
136414,0.27,2016,688,2819,0.2,0.8
124401,-0.47,2016,2766,740,0.79,0.21
136886,0.0,2016,1574,1932,0.45,0.55
124422,-0.08,2016,1876,1631,0.54,0.47
124402,-0.18,2016,2182,1325,0.62,0.38
137103,-0.54,2016,2844,664,0.81,0.19
137100,0.22,2016,825,2682,0.24,0.76
139234,-0.44,2016,2732,776,0.78,0.22
136323,0.25,2016,746,2760,0.21,0.79
124445,-0.42,2016,2696,811,0.77,0.23
124408,-0.04,2016,1726,1782,0.49,0.51
141700,-0.53,2016,2830,676,0.81,0.19
142313,-0.26,2016,2392,1116,0.68,0.32
141342,0.03,2016,1456,2052,0.42,0.59
136136,-0.07,2016,1835,1672,0.52,0.48
137146,-0.12,2016,2000,1507,0.57,0.43
124406,-0.1,2016,1945,1562,0.55,0.45
140154,0.04,2016,1420,2086,0.41,0.59
124399,0.56,2016,128,3380,0.04,0.96
124413,-0.32,2016,2524,983,0.72,0.28
124409,-0.13,2016,2033,1474,0.58,0.42
124395,-0.71,2016,2962,544,0.84,0.16
141343,-0.44,2016,2732,776,0.78,0.22
124392,-0.09,2016,1912,1594,0.55,0.45
138729,0.65,2016,68,3438,0.02,0.98
124391,-0.13,2016,2033,1474,0.58,0.42
138728,0.26,2016,718,2790,0.2,0.8
138351,-0.67,2016,2934,574,0.84,0.16
140802,-0.14,2016,2070,1437,0.59,0.41
124444,0.16,2016,1002,2506,0.29,0.71
124393,-0.34,2016,2562,945,0.73,0.27
124467,-0.34,2016,2562,945,0.73,0.27
137164,-0.18,2016,2182,1325,0.62,0.38
138435,-0.07,2016,1835,1672,0.52,0.48
124430,0.26,2016,718,2790,0.2,0.8
139708,-0.32,2016,2524,983,0.72,0.28
124416,-0.22,2016,2295,1212,0.65,0.35
137553,-0.01,2016,1619,1888,0.46,0.54
124407,-0.09,2016,1912,1594,0.55,0.45
138936,-0.14,2016,2070,1437,0.59,0.41
124415,0.52,2016,168,3338,0.05,0.95
142015,-0.62,2016,2911,596,0.83,0.17
141448,-1.61,2016,3224,282,0.92,0.08
141449,-1.32,2016,3120,386,0.89,0.11
124504,-1.66,2016,3247,260,0.93,0.07
124508,-1.37,2016,3136,370,0.89,0.11
142170,-2.62,2016,3452,56,0.98,0.02
124521,-1.61,2016,3224,282,0.92,0.08
140997,-1.84,2016,3319,188,0.95,0.05
124523,-1.59,2016,3215,292,0.92,0.08
124390,-0.66,2016,2930,578,0.84,0.16
136102,0.13,2016,1108,2399,0.32,0.68
136681,-0.38,2016,2630,877,0.75,0.25
140633,-0.14,2016,2070,1437,0.59,0.41
138549,0.03,2016,1456,2052,0.42,0.59
136680,0.16,2016,1002,2506,0.29,0.71
136145,0.0,2016,1574,1932,0.45,0.55
136460,0.33,2016,524,2984,0.15,0.85
140149,0.32,2016,550,2956,0.16,0.84
136824,-0.38,2016,2630,877,0.75,0.25
140304,0.14,2016,1072,2435,0.31,0.69
124389,-0.03,2016,1694,1814,0.48,0.52
138256,-0.37,2016,2614,893,0.75,0.25
139590,-0.55,2016,2856,652,0.81,0.19
139068,0.24,2016,774,2734,0.22,0.78
124388,-0.18,2016,2182,1325,0.62,0.38
124500,-1.8,2016,3306,200,0.94,0.06
124498,-2.04,2016,3370,136,0.96,0.04
124501,-1.42,2016,3152,355,0.9,0.1
131969,0.14,2016,1072,2435,0.31,0.69
126459,-0.71,2016,2962,544,0.84,0.16
136500,0.43,2016,302,3206,0.09,0.91
142316,0.01,2016,1532,1975,0.44,0.56
138885,-0.2,2016,2246,1260,0.64,0.36
136611,-0.19,2016,2214,1292,0.63,0.37
138630,-0.06,2016,1794,1713,0.51,0.49
136296,0.07,2016,1306,2201,0.37,0.63
137650,-0.22,2016,2295,1212,0.65,0.35
138020,-0.28,2016,2434,1072,0.69,0.31
137230,0.29,2016,632,2876,0.18,0.82
136389,0.37,2016,435,3072,0.12,0.88
137308,0.42,2016,324,3184,0.09,0.91
126510,-0.24,2016,2353,1154,0.67,0.33
141911,0.01,2016,1532,1975,0.44,0.56
136849,-0.06,2016,1794,1713,0.51,0.49
136911,0.24,2016,774,2734,0.22,0.78
137375,0.21,2016,852,2654,0.24,0.76
137827,0.13,2016,1108,2399,0.32,0.68
138623,-0.1,2016,1945,1562,0.55,0.45
126473,-0.26,2016,2392,1116,0.68,0.32
137057,0.21,2016,852,2654,0.24,0.76
136183,-0.36,2016,2597,910,0.74,0.26
136632,0.21,2016,852,2654,0.24,0.76
136391,0.32,2016,550,2956,0.16,0.84
126458,0.17,2016,968,2539,0.28,0.72
126447,0.18,2016,940,2567,0.27,0.73
135804,-0.4,2016,2660,846,0.76,0.24
134199,-0.04,2016,1726,1782,0.49,0.51
126550,-1.77,2016,3292,215,0.94,0.06
137470,-1.91,2016,3342,165,0.95,0.05
137408,-0.32,2016,2524,983,0.72,0.28
137190,0.09,2016,1238,2269,0.35,0.65
137684,-0.4,2016,2660,846,0.76,0.24
136860,0.0,2016,1574,1932,0.45,0.55
131196,-0.49,2016,2788,718,0.8,0.2
137265,-0.16,2016,2130,1377,0.61,0.39
137264,0.19,2016,914,2594,0.26,0.74
140515,-0.38,2016,2630,877,0.75,0.25
137160,0.08,2016,1271,2236,0.36,0.64
136980,0.12,2016,1138,2369,0.32,0.68
135364,0.2,2016,882,2624,0.25,0.75
140972,-1.19,2016,3101,406,0.88,0.12
126549,-1.82,2016,3314,192,0.95,0.05
126547,-2.53,2016,3440,68,0.98,0.02
110047,0.13,2016,1108,2399,0.32,0.68
110071,-0.28,2016,2434,1072,0.69,0.31
110049,0.51,2016,179,3328,0.05,0.95
110069,-0.07,2016,1835,1672,0.52,0.48
137267,0.41,2016,345,3162,0.1,0.9
110068,-0.08,2016,1876,1631,0.54,0.47
138342,-0.15,2016,2103,1404,0.6,0.4
138823,0.3,2016,602,2905,0.17,0.83
133580,0.2,2016,882,2624,0.25,0.75
137695,0.2,2016,882,2624,0.25,0.75
138879,-0.02,2016,1658,1849,0.47,0.53
137740,0.26,2016,718,2790,0.2,0.8
110051,0.42,2016,324,3184,0.09,0.91
141844,0.17,2016,968,2539,0.28,0.72
141852,0.1,2016,1198,2308,0.34,0.66
110183,-1.95,2016,3352,155,0.96,0.04
137777,0.01,2016,1532,1975,0.44,0.56
110102,0.29,2016,632,2876,0.18,0.82
110050,-0.03,2016,1694,1814,0.48,0.52
136647,0.41,2016,345,3162,0.1,0.9
110063,-0.09,2016,1912,1594,0.55,0.45
130602,-3.54,2016,3502,5,1.0,0.0
136733,0.02,2016,1493,2014,0.43,0.57
137465,0.41,2016,345,3162,0.1,0.9
139938,-0.37,2016,2614,893,0.75,0.25
138525,0.13,2016,1108,2399,0.32,0.68
110048,0.34,2016,498,3008,0.14,0.86
110186,-1.54,2016,3190,316,0.91,0.09
110182,-1.9,2016,3338,170,0.95,0.05
110180,0.0,2016,1574,1932,0.45,0.55
110107,0.2,2016,882,2624,0.25,0.75
136307,0.03,2016,1456,2052,0.42,0.59
130247,-0.84,2016,3020,488,0.86,0.14
136448,0.56,2016,128,3380,0.04,0.96
136876,-0.22,2016,2295,1212,0.65,0.35
110096,-0.37,2016,2614,893,0.75,0.25
136449,0.65,2016,68,3438,0.02,0.98
139268,-0.19,2016,2214,1292,0.63,0.37
110189,-1.84,2016,3319,188,0.95,0.05
137259,0.42,2016,324,3184,0.09,0.91
110076,-0.62,2016,2911,596,0.83,0.17
137726,0.44,2016,283,3224,0.08,0.92
135631,0.22,2016,825,2682,0.24,0.76
136521,0.35,2016,480,3028,0.14,0.86
110084,0.36,2016,459,3048,0.13,0.87
110087,0.39,2016,388,3118,0.11,0.89
137287,0.28,2016,659,2848,0.19,0.81
136420,0.65,2016,68,3438,0.02,0.98
138012,0.16,2016,1002,2506,0.29,0.71
110078,-0.05,2016,1756,1750,0.5,0.5
110185,-1.55,2016,3195,312,0.91,0.09
110062,-0.09,2016,1912,1594,0.55,0.45
110060,0.08,2016,1271,2236,0.36,0.64
139853,-0.32,2016,2524,983,0.72,0.28
136880,0.6,2016,95,3412,0.03,0.97
136637,0.41,2016,345,3162,0.1,0.9
136891,0.64,2016,75,3432,0.02,0.98
110059,0.17,2016,968,2539,0.28,0.72
142166,0.21,2016,852,2654,0.24,0.76
110181,-2.17,2016,3393,114,0.97,0.03
110191,-2.18,2016,3397,110,0.97,0.03
137377,0.2,2016,882,2624,0.25,0.75
137427,0.26,2016,718,2790,0.2,0.8
136677,0.2,2016,882,2624,0.25,0.75
136887,0.5,2016,190,3318,0.05,0.95
136650,0.05,2016,1390,2118,0.4,0.6
136463,0.53,2016,158,3349,0.05,0.96
137434,0.4,2016,366,3142,0.1,0.9
138177,0.12,2016,1138,2369,0.32,0.68
137779,-0.42,2016,2696,811,0.77,0.23
137187,-0.68,2016,2940,568,0.84,0.16
137475,0.25,2016,746,2760,0.21,0.79
137826,0.64,2016,75,3432,0.02,0.98
136442,0.5,2016,190,3318,0.05,0.95
136992,0.09,2016,1238,2269,0.35,0.65
137527,0.44,2016,283,3224,0.08,0.92
139272,0.07,2016,1306,2201,0.37,0.63
110873,0.07,2016,1306,2201,0.37,0.63
139401,0.07,2016,1306,2201,0.37,0.63
136636,0.6,2016,95,3412,0.03,0.97
137924,0.42,2016,324,3184,0.09,0.91
137305,-0.14,2016,2070,1437,0.59,0.41
137248,-0.09,2016,1912,1594,0.55,0.45
136775,0.27,2016,688,2819,0.2,0.8
136974,0.03,2016,1456,2052,0.42,0.59
138053,-0.24,2016,2353,1154,0.67,0.33
136610,0.25,2016,746,2760,0.21,0.79
136580,0.45,2016,268,3238,0.08,0.92
137867,-0.57,2016,2877,630,0.82,0.18
140265,-0.89,2016,3035,472,0.87,0.13
137547,0.16,2016,1002,2506,0.29,0.71
134972,-1.7,2016,3265,242,0.93,0.07
137594,-3.38,2016,3500,7,1.0,0.0
134937,-1.45,2016,3162,346,0.9,0.1
137494,-2.77,2016,3468,38,0.99,0.01
136266,0.14,2016,1072,2435,0.31,0.69
141300,0.06,2016,1350,2156,0.39,0.61
110899,0.33,2016,524,2984,0.15,0.85
110882,-0.02,2016,1658,1849,0.47,0.53
136398,0.55,2016,136,3370,0.04,0.96
137082,0.21,2016,852,2654,0.24,0.76
135980,-0.16,2016,2130,1377,0.61,0.39
110907,0.46,2016,254,3253,0.07,0.93
137880,-0.05,2016,1756,1750,0.5,0.5
135263,-0.28,2016,2434,1072,0.69,0.31
137084,-0.9,2016,3039,468,0.87,0.13
110943,-0.99,2016,3058,450,0.87,0.13
135386,-2.87,2016,3475,32,0.99,0.01
111401,-0.63,2016,2920,586,0.83,0.17
136779,-0.15,2016,2103,1404,0.6,0.4
136185,-0.21,2016,2269,1238,0.65,0.35
140864,0.61,2016,88,3418,0.03,0.97
135731,-0.51,2016,2807,700,0.8,0.2
111457,-0.12,2016,2000,1507,0.57,0.43
138198,-1.1,2016,3082,424,0.88,0.12
139368,0.0,2016,1574,1932,0.45,0.55
111515,-2.22,2016,3403,104,0.97,0.03
139196,-0.06,2016,1794,1713,0.51,0.49
139840,-0.16,2016,2130,1377,0.61,0.39
141598,0.07,2016,1306,2201,0.37,0.63
111456,-0.07,2016,1835,1672,0.52,0.48
111430,0.03,2016,1456,2052,0.42,0.59
140620,-0.32,2016,2524,983,0.72,0.28
139152,-0.13,2016,2033,1474,0.58,0.42
138732,0.08,2016,1271,2236,0.36,0.64
139506,-0.34,2016,2562,945,0.73,0.27
111454,-0.34,2016,2562,945,0.73,0.27
133672,-0.46,2016,2754,752,0.79,0.21
139072,-0.29,2016,2462,1046,0.7,0.3
111495,-1.58,2016,3210,296,0.92,0.08
111501,-2.58,2016,3446,61,0.98,0.02
113497,-0.35,2016,2582,926,0.74,0.26
113516,-0.44,2016,2732,776,0.78,0.22
138041,0.02,2016,1493,2014,0.43,0.57
137024,0.39,2016,388,3118,0.11,0.89
136638,-0.15,2016,2103,1404,0.6,0.4
136366,0.37,2016,435,3072,0.12,0.88
137176,-0.13,2016,2033,1474,0.58,0.42
113502,0.36,2016,459,3048,0.13,0.87
136200,-0.07,2016,1835,1672,0.52,0.48
113518,-0.31,2016,2504,1004,0.71,0.29
136612,-0.13,2016,2033,1474,0.58,0.42
137228,0.14,2016,1072,2435,0.31,0.69
113511,-0.23,2016,2328,1180,0.66,0.34
136912,-0.32,2016,2524,983,0.72,0.28
139553,-0.32,2016,2524,983,0.72,0.28
139682,0.27,2016,688,2819,0.2,0.8
136336,0.33,2016,524,2984,0.15,0.85
113520,0.13,2016,1108,2399,0.32,0.68
136673,0.14,2016,1072,2435,0.31,0.69
136367,0.59,2016,102,3404,0.03,0.97
137124,-0.08,2016,1876,1631,0.54,0.47
113540,0.06,2016,1350,2156,0.39,0.61
113514,-0.19,2016,2214,1292,0.63,0.37
136867,-0.32,2016,2524,983,0.72,0.28
136646,-0.1,2016,1945,1562,0.55,0.45
113507,0.26,2016,718,2790,0.2,0.8
113550,-0.21,2016,2269,1238,0.65,0.35
113553,0.37,2016,435,3072,0.12,0.88
113503,0.02,2016,1493,2014,0.43,0.57
136569,0.08,2016,1271,2236,0.36,0.64
113512,0.06,2016,1350,2156,0.39,0.61
113539,-0.16,2016,2130,1377,0.61,0.39
136494,-0.25,2016,2374,1133,0.68,0.32
136495,0.2,2016,882,2624,0.25,0.75
113548,-0.17,2016,2155,1352,0.61,0.39
136287,0.91,2016,12,3494,0.0,1.0
113505,-0.2,2016,2246,1260,0.64,0.36
113654,-1.57,2016,3205,302,0.91,0.09
131552,-2.95,2016,3484,22,0.99,0.01
113656,-2.13,2016,3384,122,0.97,0.03
113634,-1.7,2016,3265,242,0.93,0.07
136142,-0.63,2016,2920,586,0.83,0.17
136558,-0.1,2016,1945,1562,0.55,0.45
136496,0.0,2016,1574,1932,0.45,0.55
136588,0.19,2016,914,2594,0.26,0.74
140104,-0.17,2016,2155,1352,0.61,0.39
136557,0.02,2016,1493,2014,0.43,0.57
136668,0.05,2016,1390,2118,0.4,0.6
136166,-0.49,2016,2788,718,0.8,0.2
140737,0.01,2016,1532,1975,0.44,0.56
113532,-0.06,2016,1794,1713,0.51,0.49
136568,0.13,2016,1108,2399,0.32,0.68
136556,0.21,2016,852,2654,0.24,0.76
140693,-0.31,2016,2504,1004,0.71,0.29
113533,-0.18,2016,2182,1325,0.62,0.38
136626,-0.13,2016,2033,1474,0.58,0.42
137206,-0.07,2016,1835,1672,0.52,0.48
139432,-0.7,2016,2956,552,0.84,0.16
113648,-1.26,2016,3112,396,0.89,0.11
113650,-1.97,2016,3356,151,0.96,0.04
113649,-3.65,2016,3504,3,1.0,0.0
137755,-0.02,2016,1658,1849,0.47,0.53
136388,0.14,2016,1072,2435,0.31,0.69
139666,-0.89,2016,3035,472,0.87,0.13
138863,0.03,2016,1456,2052,0.42,0.59
113551,-0.12,2016,2000,1507,0.57,0.43
130648,-1.82,2016,3314,192,0.95,0.05
113526,-0.05,2016,1756,1750,0.5,0.5
138370,0.61,2016,88,3418,0.03,0.97
136321,0.33,2016,524,2984,0.15,0.85
136506,0.5,2016,190,3318,0.05,0.95
139540,-1.62,2016,3230,276,0.92,0.08
113641,-1.41,2016,3148,360,0.9,0.1
134126,-2.85,2016,3474,33,0.99,0.01
139402,-0.31,2016,2504,1004,0.71,0.29
137727,0.2,2016,882,2624,0.25,0.75
136579,0.33,2016,524,2984,0.15,0.85
135897,-0.44,2016,2732,776,0.78,0.22
115322,0.04,2016,1420,2086,0.41,0.59
136861,-0.1,2016,1945,1562,0.55,0.45
137874,0.02,2016,1493,2014,0.43,0.57
140982,-0.2,2016,2246,1260,0.64,0.36
138834,0.1,2016,1198,2308,0.34,0.66
139181,-0.09,2016,1912,1594,0.55,0.45
137694,0.45,2016,268,3238,0.08,0.92
141498,-0.41,2016,2677,830,0.76,0.24
137260,0.34,2016,498,3008,0.14,0.86
136412,0.52,2016,168,3338,0.05,0.95
135957,-0.01,2016,1619,1888,0.46,0.54
138084,0.7,2016,40,3466,0.01,0.99
136195,-0.19,2016,2214,1292,0.63,0.37
137515,0.57,2016,121,3386,0.03,0.97
137814,0.39,2016,388,3118,0.11,0.89
137429,0.15,2016,1035,2472,0.3,0.71
140308,-0.11,2016,1973,1534,0.56,0.44
136625,0.26,2016,718,2790,0.2,0.8
115237,0.43,2016,302,3206,0.09,0.91
115340,-0.58,2016,2885,622,0.82,0.18
136555,0.43,2016,302,3206,0.09,0.91
115236,-0.54,2016,2844,664,0.81,0.19
141841,0.08,2016,1271,2236,0.36,0.64
141328,0.45,2016,268,3238,0.08,0.92
137926,0.17,2016,968,2539,0.28,0.72
136904,0.1,2016,1198,2308,0.34,0.66
135652,0.07,2016,1306,2201,0.37,0.63
137946,-0.54,2016,2844,664,0.81,0.19
139153,0.3,2016,602,2905,0.17,0.83
137975,-0.3,2016,2484,1022,0.71,0.29
136729,-0.58,2016,2885,622,0.82,0.18
